"idx","level_1","level_2","level_3","level_4","level_5"
993,"08019308081","08019308","080193","08","09"
994,"08019308082","08019308","080193","08","09"
995,"08019308083","08019308","080193","08","09"
996,"08019308084","08019308","080193","08","09"
997,"08019308085","08019308","080193","08","09"
998,"08019308086","08019308","080193","08","09"
999,"08019308087","08019308","080193","08","09"
1000,"08019308088","08019308","080193","08","09"
1001,"08019308089","08019308","080193","08","09"
1002,"08019308090","08019308","080193","08","09"
1003,"08019308091","08019308","080193","08","09"
1004,"08019308092","08019308","080193","08","09"
1005,"08019308093","08019308","080193","08","09"
1006,"08019308094","08019308","080193","08","09"
1007,"08019308095","08019308","080193","08","09"
1008,"08019308096","08019308","080193","08","09"
1009,"08019308097","08019308","080193","08","09"
1010,"08019308098","08019308","080193","08","09"
1011,"08019308099","08019308","080193","08","09"
1012,"08019308100","08019308","080193","08","09"
1013,"08019308101","08019308","080193","08","09"
1014,"08019308102","08019308","080193","08","09"
1015,"08019308103","08019308","080193","08","09"
1016,"08019308104","08019308","080193","08","09"
1017,"08019308105","08019308","080193","08","09"
1018,"08019308106","08019308","080193","08","09"
1019,"08019308107","08019308","080193","08","09"
1020,"08019308108","08019308","080193","08","09"
1021,"08019308109","08019308","080193","08","09"
1022,"08019308110","08019308","080193","08","09"
1023,"08019308111","08019308","080193","08","09"
1024,"08019308112","08019308","080193","08","09"
1025,"08019308113","08019308","080193","08","09"
1026,"08019308114","08019308","080193","08","09"
1027,"08019308115","08019308","080193","08","09"
1028,"08019308116","08019308","080193","08","09"
1029,"08019308215","08019308","080193","08","09"
1030,"08019309001","08019309","080193","08","09"
1031,"08019309002","08019309","080193","08","09"
1032,"08019309003","08019309","080193","08","09"
1033,"08019309004","08019309","080193","08","09"
1034,"08019309005","08019309","080193","08","09"
1035,"08019309006","08019309","080193","08","09"
1036,"08019309007","08019309","080193","08","09"
1037,"08019309008","08019309","080193","08","09"
1038,"08019309009","08019309","080193","08","09"
1039,"08019309010","08019309","080193","08","09"
1040,"08019309011","08019309","080193","08","09"
1041,"08019309013","08019309","080193","08","09"
1042,"08019309014","08019309","080193","08","09"
1043,"08019309015","08019309","080193","08","09"
1044,"08019309016","08019309","080193","08","09"
1045,"08019309017","08019309","080193","08","09"
1046,"08019309018","08019309","080193","08","09"
1047,"08019309019","08019309","080193","08","09"
1048,"08019309020","08019309","080193","08","09"
1049,"08019309021","08019309","080193","08","09"
1050,"08019309022","08019309","080193","08","09"
1051,"08019309023","08019309","080193","08","09"
1052,"08019309024","08019309","080193","08","09"
1053,"08019309025","08019309","080193","08","09"
1054,"08019309026","08019309","080193","08","09"
1055,"08019309027","08019309","080193","08","09"
1056,"08019309028","08019309","080193","08","09"
1057,"08019309029","08019309","080193","08","09"
1058,"08019309030","08019309","080193","08","09"
1059,"08019309031","08019309","080193","08","09"
1060,"08019309032","08019309","080193","08","09"
1061,"08019309033","08019309","080193","08","09"
1062,"08019309034","08019309","080193","08","09"
1063,"08019309035","08019309","080193","08","09"
1064,"08019309036","08019309","080193","08","09"
1065,"08019309037","08019309","080193","08","09"
1066,"08019309038","08019309","080193","08","09"
1067,"08019309039","08019309","080193","08","09"
1068,"08019309040","08019309","080193","08","09"
1069,"08019309041","08019309","080193","08","09"
1070,"08019309042","08019309","080193","08","09"
1071,"08019309043","08019309","080193","08","09"
1072,"08019309044","08019309","080193","08","09"
1073,"08019309045","08019309","080193","08","09"
1074,"08019309046","08019309","080193","08","09"
1075,"08019309047","08019309","080193","08","09"
1076,"08019309048","08019309","080193","08","09"
1077,"08019309049","08019309","080193","08","09"
1078,"08019309050","08019309","080193","08","09"
1079,"08019309051","08019309","080193","08","09"
1080,"08019309052","08019309","080193","08","09"
1081,"08019309053","08019309","080193","08","09"
1082,"08019309054","08019309","080193","08","09"
1083,"08019309055","08019309","080193","08","09"
1084,"08019309056","08019309","080193","08","09"
1085,"08019309057","08019309","080193","08","09"
1086,"08019309058","08019309","080193","08","09"
1087,"08019309059","08019309","080193","08","09"
1088,"08019309060","08019309","080193","08","09"
1089,"08019309061","08019309","080193","08","09"
1090,"08019309062","08019309","080193","08","09"
1091,"08019309063","08019309","080193","08","09"
1092,"08019309064","08019309","080193","08","09"
1093,"08019309065","08019309","080193","08","09"
1094,"08019309066","08019309","080193","08","09"
1095,"08019309067","08019309","080193","08","09"
1096,"08019309068","08019309","080193","08","09"
1097,"08019309069","08019309","080193","08","09"
1098,"08019309070","08019309","080193","08","09"
1099,"08019309071","08019309","080193","08","09"
1100,"08019309072","08019309","080193","08","09"
1101,"08019309073","08019309","080193","08","09"
1102,"08019309074","08019309","080193","08","09"
1103,"08019309075","08019309","080193","08","09"
1104,"08019309076","08019309","080193","08","09"
1105,"08019309077","08019309","080193","08","09"
1106,"08019309078","08019309","080193","08","09"
1107,"08019309079","08019309","080193","08","09"
1108,"08019309080","08019309","080193","08","09"
1109,"08019309081","08019309","080193","08","09"
1110,"08019309082","08019309","080193","08","09"
1111,"08019309083","08019309","080193","08","09"
1112,"08019309084","08019309","080193","08","09"
1113,"08019309085","08019309","080193","08","09"
1114,"08019309086","08019309","080193","08","09"
1115,"08019309087","08019309","080193","08","09"
1116,"08019309088","08019309","080193","08","09"
1117,"08019309089","08019309","080193","08","09"
1118,"08019309090","08019309","080193","08","09"
1119,"08019309091","08019309","080193","08","09"
1120,"08019309092","08019309","080193","08","09"
1121,"08019309093","08019309","080193","08","09"
1122,"08019309094","08019309","080193","08","09"
1123,"08019309095","08019309","080193","08","09"
1124,"08019309156","08019309","080193","08","09"
1125,"08019310001","08019310","080193","08","09"
1126,"08019310002","08019310","080193","08","09"
1127,"08019310003","08019310","080193","08","09"
1128,"08019310004","08019310","080193","08","09"
1129,"08019310005","08019310","080193","08","09"
1130,"08019310006","08019310","080193","08","09"
1131,"08019310007","08019310","080193","08","09"
1132,"08019310008","08019310","080193","08","09"
1133,"08019310009","08019310","080193","08","09"
1134,"08019310010","08019310","080193","08","09"
1135,"08019310011","08019310","080193","08","09"
1136,"08019310012","08019310","080193","08","09"
1137,"08019310013","08019310","080193","08","09"
1138,"08019310014","08019310","080193","08","09"
1139,"08019310015","08019310","080193","08","09"
1140,"08019310016","08019310","080193","08","09"
1141,"08019310017","08019310","080193","08","09"
1142,"08019310018","08019310","080193","08","09"
1143,"08019310019","08019310","080193","08","09"
1144,"08019310020","08019310","080193","08","09"
1145,"08019310021","08019310","080193","08","09"
1146,"08019310022","08019310","080193","08","09"
1147,"08019310023","08019310","080193","08","09"
1148,"08019310024","08019310","080193","08","09"
1149,"08019310025","08019310","080193","08","09"
1150,"08019310026","08019310","080193","08","09"
1151,"08019310027","08019310","080193","08","09"
1152,"08019310028","08019310","080193","08","09"
1153,"08019310029","08019310","080193","08","09"
1154,"08019310030","08019310","080193","08","09"
1155,"08019310031","08019310","080193","08","09"
1156,"08019310032","08019310","080193","08","09"
1157,"08019310033","08019310","080193","08","09"
1158,"08019310034","08019310","080193","08","09"
1159,"08019310035","08019310","080193","08","09"
1160,"08019310036","08019310","080193","08","09"
1161,"08019310037","08019310","080193","08","09"
1162,"08019310038","08019310","080193","08","09"
1163,"08019310039","08019310","080193","08","09"
1164,"08019310040","08019310","080193","08","09"
1165,"08019310041","08019310","080193","08","09"
1166,"08019310042","08019310","080193","08","09"
1167,"08019310043","08019310","080193","08","09"
1168,"08019310044","08019310","080193","08","09"
1169,"08019310045","08019310","080193","08","09"
1170,"08019310046","08019310","080193","08","09"
1171,"08019310047","08019310","080193","08","09"
1172,"08019310048","08019310","080193","08","09"
1173,"08019310049","08019310","080193","08","09"
1174,"08019310050","08019310","080193","08","09"
1175,"08019310051","08019310","080193","08","09"
1176,"08019310052","08019310","080193","08","09"
1177,"08019310053","08019310","080193","08","09"
1178,"08019310054","08019310","080193","08","09"
1179,"08019310055","08019310","080193","08","09"
1180,"08019310056","08019310","080193","08","09"
1181,"08019310057","08019310","080193","08","09"
1182,"08019310058","08019310","080193","08","09"
1183,"08019310059","08019310","080193","08","09"
1184,"08019310060","08019310","080193","08","09"
1185,"08019310061","08019310","080193","08","09"
1186,"08019310062","08019310","080193","08","09"
1187,"08019310063","08019310","080193","08","09"
1188,"08019310064","08019310","080193","08","09"
1189,"08019310065","08019310","080193","08","09"
1190,"08019310066","08019310","080193","08","09"
1191,"08019310067","08019310","080193","08","09"
1192,"08019310068","08019310","080193","08","09"
1193,"08019310069","08019310","080193","08","09"
1194,"08019310070","08019310","080193","08","09"
1195,"08019310071","08019310","080193","08","09"
1196,"08019310072","08019310","080193","08","09"
1197,"08019310073","08019310","080193","08","09"
1198,"08019310074","08019310","080193","08","09"
1199,"08019310075","08019310","080193","08","09"
1200,"08019310076","08019310","080193","08","09"
1201,"08019310077","08019310","080193","08","09"
1202,"08019310078","08019310","080193","08","09"
1203,"08019310079","08019310","080193","08","09"
1204,"08019310080","08019310","080193","08","09"
1205,"08019310081","08019310","080193","08","09"
1206,"08019310082","08019310","080193","08","09"
1207,"08019310083","08019310","080193","08","09"
1208,"08019310084","08019310","080193","08","09"
1209,"08019310085","08019310","080193","08","09"
1210,"08019310086","08019310","080193","08","09"
1211,"08019310087","08019310","080193","08","09"
1212,"08019310088","08019310","080193","08","09"
1213,"08019310089","08019310","080193","08","09"
1214,"08019310090","08019310","080193","08","09"
1215,"08019310091","08019310","080193","08","09"
1216,"08019310092","08019310","080193","08","09"
1217,"08019310093","08019310","080193","08","09"
1218,"08019310094","08019310","080193","08","09"
1219,"08019310095","08019310","080193","08","09"
1220,"08019310096","08019310","080193","08","09"
1221,"08019310097","08019310","080193","08","09"
1222,"08019310098","08019310","080193","08","09"
1223,"08019310099","08019310","080193","08","09"
1224,"08019310100","08019310","080193","08","09"
1225,"08019310101","08019310","080193","08","09"
1226,"08019310102","08019310","080193","08","09"
1227,"08019310103","08019310","080193","08","09"
1228,"08019310104","08019310","080193","08","09"
1229,"08019310105","08019310","080193","08","09"
1230,"08019310106","08019310","080193","08","09"
1231,"08019310107","08019310","080193","08","09"
1232,"08019310108","08019310","080193","08","09"
1233,"08019310109","08019310","080193","08","09"
1234,"08019310110","08019310","080193","08","09"
1235,"08019310111","08019310","080193","08","09"
1236,"08019310112","08019310","080193","08","09"
1237,"08019310113","08019310","080193","08","09"
1238,"08019310114","08019310","080193","08","09"
1239,"08019310115","08019310","080193","08","09"
1240,"08019310116","08019310","080193","08","09"
1241,"08019310117","08019310","080193","08","09"
1242,"08019310118","08019310","080193","08","09"
1243,"08019310119","08019310","080193","08","09"
1244,"08019310120","08019310","080193","08","09"
1245,"08019310121","08019310","080193","08","09"
1246,"08019310122","08019310","080193","08","09"
1247,"08019310123","08019310","080193","08","09"
1248,"08019310124","08019310","080193","08","09"
1249,"08019310125","08019310","080193","08","09"
1250,"08019310126","08019310","080193","08","09"
1251,"08019310127","08019310","080193","08","09"
1252,"08019310128","08019310","080193","08","09"
1253,"08019310129","08019310","080193","08","09"
1254,"08019310130","08019310","080193","08","09"
1255,"08019310131","08019310","080193","08","09"
1256,"08019310132","08019310","080193","08","09"
1257,"08019310133","08019310","080193","08","09"
1258,"08019310134","08019310","080193","08","09"
1259,"08019310135","08019310","080193","08","09"
1260,"08019310136","08019310","080193","08","09"
1261,"08019310137","08019310","080193","08","09"
1262,"08019310138","08019310","080193","08","09"
1263,"08019310139","08019310","080193","08","09"
1264,"08019310140","08019310","080193","08","09"
1265,"08019310141","08019310","080193","08","09"
1266,"08019310142","08019310","080193","08","09"
1267,"08019310143","08019310","080193","08","09"
1268,"08019310234","08019310","080193","08","09"
1269,"08019310235","08019310","080193","08","09"
1270,"08019310236","08019310","080193","08","09"
1271,"08019310237","08019310","080193","08","09"
1272,"08020701001","08020701","080207","08","09"
1273,"08020701002","08020701","080207","08","09"
1274,"08020701003","08020701","080207","08","09"
1275,"08021401001","08021401","080214","08","09"
1276,"08022901001","08022901","080229","08","09"
1277,"08022901002","08022901","080229","08","09"
1278,"08022901003","08022901","080229","08","09"
1279,"08022901004","08022901","080229","08","09"
1280,"08022901005","08022901","080229","08","09"
1281,"08022901006","08022901","080229","08","09"
1282,"08022902001","08022902","080229","08","09"
1283,"08022902002","08022902","080229","08","09"
1284,"08022902003","08022902","080229","08","09"
1285,"08022902004","08022902","080229","08","09"
1286,"08022902005","08022902","080229","08","09"
1287,"08022903001","08022903","080229","08","09"
1288,"08022904001","08022904","080229","08","09"
1289,"08023501001","08023501","080235","08","09"
1290,"08023501002","08023501","080235","08","09"
1291,"08023501003","08023501","080235","08","09"
1292,"08023501004","08023501","080235","08","09"
1293,"08023501005","08023501","080235","08","09"
1294,"08024001001","08024001","080240","08","09"
1295,"08025301001","08025301","080253","08","09"
1296,"08026601001","08026601","080266","08","09"
1297,"08027201001","08027201","080272","08","09"
1298,"08028801001","08028801","080288","08","09"
1299,"08029101001","08029101","080291","08","09"
1300,"08029101002","08029101","080291","08","09"
1301,"08030501001","08030501","080305","08","09"
1302,"08030501002","08030501","080305","08","09"
1303,"08030501003","08030501","080305","08","09"
1304,"08031201001","08031201","080312","08","09"
1305,"08031201002","08031201","080312","08","09"
1306,"08032701001","08032701","080327","08","09"
1307,"08033301001","08033301","080333","08","09"
1308,"08033301002","08033301","080333","08","09"
1309,"08033301003","08033301","080333","08","09"
1310,"08033302001","08033302","080333","08","09"
1311,"08033303001","08033303","080333","08","09"
1312,"08033303002","08033303","080333","08","09"
1313,"08033303003","08033303","080333","08","09"
1314,"08033303004","08033303","080333","08","09"
1315,"08033303005","08033303","080333","08","09"
1316,"08033303006","08033303","080333","08","09"
1317,"08034801001","08034801","080348","08","09"
1318,"08035101001","08035101","080351","08","09"
1319,"08035101002","08035101","080351","08","09"
1320,"08035101003","08035101","080351","08","09"
1321,"08035102001","08035102","080351","08","09"
1322,"08035102002","08035102","080351","08","09"
1323,"08035103001","08035103","080351","08","09"
1324,"08035103002","08035103","080351","08","09"
1325,"08035103003","08035103","080351","08","09"
1326,"08035103004","08035103","080351","08","09"
1327,"08036401001","08036401","080364","08","09"
1328,"08037001001","08037001","080370","08","09"
1329,"08038601001","08038601","080386","08","09"
1330,"08039901001","08039901","080399","08","09"
1331,"08040301001","08040301","080403","08","09"
1332,"08040301002","08040301","080403","08","09"
1333,"08040301003","08040301","080403","08","09"
1334,"08040301004","08040301","080403","08","09"
1335,"08040301005","08040301","080403","08","09"
1336,"08040301006","08040301","080403","08","09"
1337,"08040301007","08040301","080403","08","09"
1338,"08040301008","08040301","080403","08","09"
1339,"08040301009","08040301","080403","08","09"
1340,"08040301010","08040301","080403","08","09"
1341,"08041001001","08041001","080410","08","09"
1342,"08041001002","08041001","080410","08","09"
1343,"08041001003","08041001","080410","08","09"
1344,"08041001004","08041001","080410","08","09"
1345,"08041001005","08041001","080410","08","09"
1346,"08041001006","08041001","080410","08","09"
1347,"08041001007","08041001","080410","08","09"
1348,"08041001008","08041001","080410","08","09"
1349,"08042501001","08042501","080425","08","09"
1350,"08042501002","08042501","080425","08","09"
1351,"08043101001","08043101","080431","08","09"
1352,"08043101002","08043101","080431","08","09"
1353,"08044601001","08044601","080446","08","09"
1354,"08044602001","08044602","080446","08","09"
1355,"08044602002","08044602","080446","08","09"
1356,"08045901001","08045901","080459","08","09"
1357,"08046201001","08046201","080462","08","09"
1358,"08046201002","08046201","080462","08","09"
1359,"08046201003","08046201","080462","08","09"
1360,"08046202001","08046202","080462","08","09"
1361,"08046202002","08046202","080462","08","09"
1362,"08046202003","08046202","080462","08","09"
1363,"08046202004","08046202","080462","08","09"
1364,"08046202005","08046202","080462","08","09"
1365,"08046203001","08046203","080462","08","09"
1366,"08046203002","08046203","080462","08","09"
1367,"08047801001","08047801","080478","08","09"
1368,"08047801002","08047801","080478","08","09"
1369,"08047801003","08047801","080478","08","09"
1370,"08047802001","08047802","080478","08","09"
1371,"08048401001","08048401","080484","08","09"
1372,"08049701001","08049701","080497","08","09"
1373,"08050001001","08050001","080500","08","09"
1374,"08051701001","08051701","080517","08","09"
1375,"08051701002","08051701","080517","08","09"
1376,"08051701003","08051701","080517","08","09"
1377,"08051701004","08051701","080517","08","09"
1378,"08051701005","08051701","080517","08","09"
1379,"08051701006","08051701","080517","08","09"
1380,"08051701007","08051701","080517","08","09"
1381,"08051701008","08051701","080517","08","09"
1382,"08051701009","08051701","080517","08","09"
1383,"08051701010","08051701","080517","08","09"
1384,"08051701011","08051701","080517","08","09"
1385,"08051701012","08051701","080517","08","09"
1386,"08051701013","08051701","080517","08","09"
1387,"08051701014","08051701","080517","08","09"
1388,"08052201001","08052201","080522","08","09"
1389,"08053801001","08053801","080538","08","09"
1390,"08053801002","08053801","080538","08","09"
1391,"08054301001","08054301","080543","08","09"
1392,"08054301002","08054301","080543","08","09"
1393,"08054301003","08054301","080543","08","09"
1394,"08054301004","08054301","080543","08","09"
1395,"08054301005","08054301","080543","08","09"
1396,"08054301006","08054301","080543","08","09"
1397,"08055601001","08055601","080556","08","09"
1398,"08056901001","08056901","080569","08","09"
1399,"08056901002","08056901","080569","08","09"
1400,"08056901003","08056901","080569","08","09"
1401,"08056901004","08056901","080569","08","09"
1402,"08056901005","08056901","080569","08","09"
1403,"08056901006","08056901","080569","08","09"
1404,"08056901007","08056901","080569","08","09"
1405,"08056901008","08056901","080569","08","09"
1406,"08056901009","08056901","080569","08","09"
1407,"08056901010","08056901","080569","08","09"
1408,"08056902001","08056902","080569","08","09"
1409,"08056902002","08056902","080569","08","09"
1410,"08056902003","08056902","080569","08","09"
1411,"08056902004","08056902","080569","08","09"
1412,"08056902005","08056902","080569","08","09"
1413,"08056902006","08056902","080569","08","09"
1414,"08056902007","08056902","080569","08","09"
1415,"08056903001","08056903","080569","08","09"
1416,"08056903002","08056903","080569","08","09"
1417,"08056903003","08056903","080569","08","09"
1418,"08056903004","08056903","080569","08","09"
1419,"08056903005","08056903","080569","08","09"
1420,"08056903006","08056903","080569","08","09"
1421,"08056904001","08056904","080569","08","09"
1422,"08056904002","08056904","080569","08","09"
1423,"08056904003","08056904","080569","08","09"
1424,"08056904004","08056904","080569","08","09"
1425,"08056904005","08056904","080569","08","09"
1426,"08056904006","08056904","080569","08","09"
1427,"08056904007","08056904","080569","08","09"
1428,"08056905001","08056905","080569","08","09"
1429,"08056905002","08056905","080569","08","09"
1430,"08056905003","08056905","080569","08","09"
1431,"08056905004","08056905","080569","08","09"
1432,"08056905005","08056905","080569","08","09"
1433,"08056905006","08056905","080569","08","09"
1434,"08056905007","08056905","080569","08","09"
1435,"08057501001","08057501","080575","08","09"
1436,"08058101001","08058101","080581","08","09"
1437,"08059401001","08059401","080594","08","09"
1438,"08060801001","08060801","080608","08","09"
1439,"08061501001","08061501","080615","08","09"
1440,"08062001001","08062001","080620","08","09"
1441,"08063601001","08063601","080636","08","09"
1442,"08064101001","08064101","080641","08","09"
1443,"08065401001","08065401","080654","08","09"
1444,"08066701001","08066701","080667","08","09"
1445,"08067301001","08067301","080673","08","09"
1446,"08067301002","08067301","080673","08","09"
1447,"08067301003","08067301","080673","08","09"
1448,"08067301004","08067301","080673","08","09"
1449,"08068901001","08068901","080689","08","09"
1450,"08068901002","08068901","080689","08","09"
1451,"08068901003","08068901","080689","08","09"
1452,"08068901004","08068901","080689","08","09"
1453,"08068901005","08068901","080689","08","09"
1454,"08069201001","08069201","080692","08","09"
1455,"08069201003","08069201","080692","08","09"
1456,"08070601001","08070601","080706","08","09"
1457,"08071301001","08071301","080713","08","09"
1458,"08072801001","08072801","080728","08","09"
1459,"08072801002","08072801","080728","08","09"
1460,"08072801003","08072801","080728","08","09"
1461,"08072801004","08072801","080728","08","09"
1462,"08072801005","08072801","080728","08","09"
1463,"08072801006","08072801","080728","08","09"
1464,"08072801007","08072801","080728","08","09"
1465,"08072801008","08072801","080728","08","09"
1466,"08072801009","08072801","080728","08","09"
1467,"08072801010","08072801","080728","08","09"
1468,"08072801011","08072801","080728","08","09"
1469,"08073401001","08073401","080734","08","09"
1470,"08073401002","08073401","080734","08","09"
1471,"08073401003","08073401","080734","08","09"
1472,"08073401004","08073401","080734","08","09"
1473,"08073401005","08073401","080734","08","09"
1474,"08073401006","08073401","080734","08","09"
1475,"08073401007","08073401","080734","08","09"
1476,"08073401008","08073401","080734","08","09"
1477,"08073401009","08073401","080734","08","09"
1478,"08073401010","08073401","080734","08","09"
1479,"08073401011","08073401","080734","08","09"
1480,"08073401012","08073401","080734","08","09"
1481,"08073401013","08073401","080734","08","09"
1482,"08073401014","08073401","080734","08","09"
1483,"08073402001","08073402","080734","08","09"
1484,"08073402002","08073402","080734","08","09"
1485,"08073402003","08073402","080734","08","09"
1486,"08073403001","08073403","080734","08","09"
1487,"08073403002","08073403","080734","08","09"
1488,"08073403003","08073403","080734","08","09"
1489,"08073403004","08073403","080734","08","09"
1490,"08073403005","08073403","080734","08","09"
1491,"08073403006","08073403","080734","08","09"
1492,"08073403007","08073403","080734","08","09"
1493,"08073403008","08073403","080734","08","09"
1494,"08073403009","08073403","080734","08","09"
1495,"08073403010","08073403","080734","08","09"
1496,"08073404001","08073404","080734","08","09"
1497,"08073404002","08073404","080734","08","09"
1498,"08073404003","08073404","080734","08","09"
1499,"08073404004","08073404","080734","08","09"
1500,"08073404005","08073404","080734","08","09"
1501,"08073404006","08073404","080734","08","09"
1502,"08073404007","08073404","080734","08","09"
1503,"08073404008","08073404","080734","08","09"
1504,"08073404009","08073404","080734","08","09"
1505,"08073404010","08073404","080734","08","09"
1506,"08073404011","08073404","080734","08","09"
1507,"08073404012","08073404","080734","08","09"
1508,"08073404013","08073404","080734","08","09"
1509,"08073404014","08073404","080734","08","09"
1510,"08073404015","08073404","080734","08","09"
1511,"08073404016","08073404","080734","08","09"
1512,"08073404017","08073404","080734","08","09"
1513,"08073404018","08073404","080734","08","09"
1514,"08073404019","08073404","080734","08","09"
1515,"08073405001","08073405","080734","08","09"
1516,"08073405002","08073405","080734","08","09"
1517,"08073405003","08073405","080734","08","09"
1518,"08073405005","08073405","080734","08","09"
1519,"08073405006","08073405","080734","08","09"
1520,"08073405007","08073405","080734","08","09"
1521,"08073405008","08073405","080734","08","09"
1522,"08073405009","08073405","080734","08","09"
1523,"08073405010","08073405","080734","08","09"
1524,"08073406001","08073406","080734","08","09"
1525,"08073406004","08073406","080734","08","09"
1526,"08073406005","08073406","080734","08","09"
1527,"08073406007","08073406","080734","08","09"
1528,"08073406008","08073406","080734","08","09"
1529,"08073406009","08073406","080734","08","09"
1530,"08073406010","08073406","080734","08","09"
1531,"08073406013","08073406","080734","08","09"
1532,"08073406014","08073406","080734","08","09"
1533,"08073406015","08073406","080734","08","09"
1534,"08074901001","08074901","080749","08","09"
1535,"08074901002","08074901","080749","08","09"
1536,"08074901003","08074901","080749","08","09"
1537,"08074901004","08074901","080749","08","09"
1538,"08074901005","08074901","080749","08","09"
1539,"08074901006","08074901","080749","08","09"
1540,"08074901007","08074901","080749","08","09"
1541,"08074901008","08074901","080749","08","09"
1542,"08074901009","08074901","080749","08","09"
1543,"08074901010","08074901","080749","08","09"
1544,"08075201001","08075201","080752","08","09"
1545,"08075201002","08075201","080752","08","09"
1546,"08075201003","08075201","080752","08","09"
1547,"08076501001","08076501","080765","08","09"
1548,"08076501002","08076501","080765","08","09"
1549,"08076501003","08076501","080765","08","09"
1550,"08076501004","08076501","080765","08","09"
1551,"08076501005","08076501","080765","08","09"
1552,"08076501006","08076501","080765","08","09"
1553,"08076502001","08076502","080765","08","09"
1554,"08076502002","08076502","080765","08","09"
1555,"08076502003","08076502","080765","08","09"
1556,"08076502004","08076502","080765","08","09"
1557,"08076502005","08076502","080765","08","09"
1558,"08077101001","08077101","080771","08","09"
1559,"08077101002","08077101","080771","08","09"
1560,"08077101003","08077101","080771","08","09"
1561,"08077101004","08077101","080771","08","09"
1562,"08077101005","08077101","080771","08","09"
1563,"08077102001","08077102","080771","08","09"
1564,"08077102002","08077102","080771","08","09"
1565,"08077102003","08077102","080771","08","09"
1566,"08077102004","08077102","080771","08","09"
1567,"08077102005","08077102","080771","08","09"
1568,"08077102006","08077102","080771","08","09"
1569,"08077103001","08077103","080771","08","09"
1570,"08077103002","08077103","080771","08","09"
1571,"08077104001","08077104","080771","08","09"
1572,"08077105001","08077105","080771","08","09"
1573,"08077106001","08077106","080771","08","09"
1574,"08077107001","08077107","080771","08","09"
1575,"08077108001","08077108","080771","08","09"
1576,"08077108002","08077108","080771","08","09"
1577,"08077109001","08077109","080771","08","09"
1578,"08077109002","08077109","080771","08","09"
1579,"08077110001","08077110","080771","08","09"
1580,"08077110002","08077110","080771","08","09"
1581,"08077110003","08077110","080771","08","09"
1582,"08077110004","08077110","080771","08","09"
1583,"08077110005","08077110","080771","08","09"
1584,"08077110006","08077110","080771","08","09"
1585,"08077110007","08077110","080771","08","09"
1586,"08077110008","08077110","080771","08","09"
1587,"08078701001","08078701","080787","08","09"
1588,"08079001001","08079001","080790","08","09"
1589,"08080401001","08080401","080804","08","09"
1590,"08081101001","08081101","080811","08","09"
1591,"08082601001","08082601","080826","08","09"
1592,"08083201001","08083201","080832","08","09"
1593,"08084701001","08084701","080847","08","09"
1594,"08085001001","08085001","080850","08","09"
1595,"08086301001","08086301","080863","08","09"
1596,"08086301002","08086301","080863","08","09"
1597,"08086301003","08086301","080863","08","09"
1598,"08086301004","08086301","080863","08","09"
1599,"08086301005","08086301","080863","08","09"
1600,"08086301006","08086301","080863","08","09"
1601,"08086301007","08086301","080863","08","09"
1602,"08086301008","08086301","080863","08","09"
1603,"08086301009","08086301","080863","08","09"
1604,"08086301010","08086301","080863","08","09"
1605,"08086302001","08086302","080863","08","09"
1606,"08087901001","08087901","080879","08","09"
1607,"08088501001","08088501","080885","08","09"
1608,"08088501002","08088501","080885","08","09"
1609,"08088501003","08088501","080885","08","09"
1610,"08088501004","08088501","080885","08","09"
1611,"08088502001","08088502","080885","08","09"
1612,"08088502002","08088502","080885","08","09"
1613,"08088502003","08088502","080885","08","09"
1614,"08088502004","08088502","080885","08","09"
1615,"08088502005","08088502","080885","08","09"
1616,"08088502006","08088502","080885","08","09"
1617,"08089801001","08089801","080898","08","09"
1618,"08089801002","08089801","080898","08","09"
1619,"08089801003","08089801","080898","08","09"
1620,"08089801004","08089801","080898","08","09"
1621,"08089801005","08089801","080898","08","09"
1622,"08089801006","08089801","080898","08","09"
1623,"08089801007","08089801","080898","08","09"
1624,"08089801008","08089801","080898","08","09"
1625,"08089802001","08089802","080898","08","09"
1626,"08089802002","08089802","080898","08","09"
1627,"08089802003","08089802","080898","08","09"
1628,"08089802004","08089802","080898","08","09"
1629,"08089802005","08089802","080898","08","09"
1630,"08089802006","08089802","080898","08","09"
1631,"08089802007","08089802","080898","08","09"
1632,"08089802008","08089802","080898","08","09"
1633,"08089802009","08089802","080898","08","09"
1634,"08089802010","08089802","080898","08","09"
1635,"08089803001","08089803","080898","08","09"
1636,"08089803002","08089803","080898","08","09"
1637,"08089803003","08089803","080898","08","09"
1638,"08089803004","08089803","080898","08","09"
1639,"08089803005","08089803","080898","08","09"
1640,"08089803006","08089803","080898","08","09"
1641,"08089803007","08089803","080898","08","09"
1642,"08089803008","08089803","080898","08","09"
1643,"08089804001","08089804","080898","08","09"
1644,"08089804002","08089804","080898","08","09"
1645,"08090201001","08090201","080902","08","09"
1646,"08091901001","08091901","080919","08","09"
1647,"08091901002","08091901","080919","08","09"
1648,"08091902001","08091902","080919","08","09"
1649,"08092401001","08092401","080924","08","09"
1650,"08092402001","08092402","080924","08","09"
1651,"08092402002","08092402","080924","08","09"
1652,"08092402003","08092402","080924","08","09"
1653,"08093001001","08093001","080930","08","09"
1654,"08094501001","08094501","080945","08","09"
1655,"08095801001","08095801","080958","08","09"
1656,"08096101001","08096101","080961","08","09"
1657,"08096101003","08096101","080961","08","09"
