ca,pro,muni,dist,seccen,idx
09,08,080193,08019304,08019304020,1699
09,08,080193,08019304,08019304020,1700
09,08,080193,08019304,08019304020,1701
09,08,080193,08019304,08019304021,1702
09,08,080193,08019304,08019304021,1703
09,08,080193,08019304,08019304021,1704
09,08,080193,08019304,08019304022,1705
09,08,080193,08019304,08019304022,1706
09,08,080193,08019304,08019304022,1707
09,08,080193,08019304,08019304023,1708
09,08,080193,08019304,08019304023,1709
09,08,080193,08019304,08019304023,1710
09,08,080193,08019304,08019304024,1711
09,08,080193,08019304,08019304024,1712
09,08,080193,08019304,08019304024,1713
09,08,080193,08019304,08019304025,1714
09,08,080193,08019304,08019304025,1715
09,08,080193,08019304,08019304025,1716
09,08,080193,08019304,08019304026,1717
09,08,080193,08019304,08019304026,1718
09,08,080193,08019304,08019304026,1719
09,08,080193,08019304,08019304027,1720
09,08,080193,08019304,08019304027,1721
09,08,080193,08019304,08019304027,1722
09,08,080193,08019304,08019304028,1723
09,08,080193,08019304,08019304028,1724
09,08,080193,08019304,08019304028,1725
09,08,080193,08019304,08019304029,1726
09,08,080193,08019304,08019304029,1727
09,08,080193,08019304,08019304029,1728
09,08,080193,08019304,08019304030,1729
09,08,080193,08019304,08019304030,1730
09,08,080193,08019304,08019304030,1731
09,08,080193,08019304,08019304031,1732
09,08,080193,08019304,08019304031,1733
09,08,080193,08019304,08019304031,1734
09,08,080193,08019304,08019304032,1735
09,08,080193,08019304,08019304032,1736
09,08,080193,08019304,08019304032,1737
09,08,080193,08019304,08019304033,1738
09,08,080193,08019304,08019304033,1739
09,08,080193,08019304,08019304033,1740
09,08,080193,08019304,08019304034,1741
09,08,080193,08019304,08019304034,1742
09,08,080193,08019304,08019304034,1743
09,08,080193,08019304,08019304035,1744
09,08,080193,08019304,08019304035,1745
09,08,080193,08019304,08019304035,1746
09,08,080193,08019304,08019304036,1747
09,08,080193,08019304,08019304036,1748
09,08,080193,08019304,08019304036,1749
09,08,080193,08019304,08019304037,1750
09,08,080193,08019304,08019304037,1751
09,08,080193,08019304,08019304037,1752
09,08,080193,08019304,08019304038,1753
09,08,080193,08019304,08019304038,1754
09,08,080193,08019304,08019304038,1755
09,08,080193,08019304,08019304039,1756
09,08,080193,08019304,08019304039,1757
09,08,080193,08019304,08019304039,1758
09,08,080193,08019304,08019304040,1759
09,08,080193,08019304,08019304040,1760
09,08,080193,08019304,08019304040,1761
09,08,080193,08019304,08019304041,1762
09,08,080193,08019304,08019304041,1763
09,08,080193,08019304,08019304041,1764
09,08,080193,08019304,08019304042,1765
09,08,080193,08019304,08019304042,1766
09,08,080193,08019304,08019304042,1767
09,08,080193,08019304,08019304043,1768
09,08,080193,08019304,08019304043,1769
09,08,080193,08019304,08019304043,1770
09,08,080193,08019304,08019304044,1771
09,08,080193,08019304,08019304044,1772
09,08,080193,08019304,08019304044,1773
09,08,080193,08019304,08019304045,1774
09,08,080193,08019304,08019304045,1775
09,08,080193,08019304,08019304045,1776
09,08,080193,08019304,08019304046,1777
09,08,080193,08019304,08019304046,1778
09,08,080193,08019304,08019304046,1779
09,08,080193,08019304,08019304047,1780
09,08,080193,08019304,08019304047,1781
09,08,080193,08019304,08019304047,1782
09,08,080193,08019304,08019304048,1783
09,08,080193,08019304,08019304048,1784
09,08,080193,08019304,08019304048,1785
09,08,080193,08019304,08019304049,1786
09,08,080193,08019304,08019304049,1787
09,08,080193,08019304,08019304049,1788
09,08,080193,08019304,08019304050,1789
09,08,080193,08019304,08019304050,1790
09,08,080193,08019304,08019304050,1791
09,08,080193,08019304,08019304051,1792
09,08,080193,08019304,08019304051,1793
09,08,080193,08019304,08019304051,1794
09,08,080193,08019304,08019304052,1795
09,08,080193,08019304,08019304052,1796
09,08,080193,08019304,08019304052,1797
09,08,080193,08019304,08019304053,1798
09,08,080193,08019304,08019304053,1799
09,08,080193,08019304,08019304053,1800
09,08,080193,08019304,08019304054,1801
09,08,080193,08019304,08019304054,1802
09,08,080193,08019304,08019304054,1803
09,08,080193,08019304,08019304055,1804
09,08,080193,08019304,08019304055,1805
09,08,080193,08019304,08019304055,1806
09,08,080193,08019304,08019304056,1807
09,08,080193,08019304,08019304056,1808
09,08,080193,08019304,08019304056,1809
09,08,080193,08019304,08019304084,1810
09,08,080193,08019304,08019304084,1811
09,08,080193,08019304,08019304084,1812
09,08,080193,08019305,08019305001,1813
09,08,080193,08019305,08019305001,1814
09,08,080193,08019305,08019305001,1815
09,08,080193,08019305,08019305002,1816
09,08,080193,08019305,08019305002,1817
09,08,080193,08019305,08019305002,1818
09,08,080193,08019305,08019305003,1819
09,08,080193,08019305,08019305003,1820
09,08,080193,08019305,08019305003,1821
09,08,080193,08019305,08019305004,1822
09,08,080193,08019305,08019305004,1823
09,08,080193,08019305,08019305004,1824
09,08,080193,08019305,08019305005,1825
09,08,080193,08019305,08019305005,1826
09,08,080193,08019305,08019305005,1827
09,08,080193,08019305,08019305006,1828
09,08,080193,08019305,08019305006,1829
09,08,080193,08019305,08019305006,1830
09,08,080193,08019305,08019305007,1831
09,08,080193,08019305,08019305007,1832
09,08,080193,08019305,08019305007,1833
09,08,080193,08019305,08019305008,1834
09,08,080193,08019305,08019305008,1835
09,08,080193,08019305,08019305008,1836
09,08,080193,08019305,08019305009,1837
09,08,080193,08019305,08019305009,1838
09,08,080193,08019305,08019305009,1839
09,08,080193,08019305,08019305010,1840
09,08,080193,08019305,08019305010,1841
09,08,080193,08019305,08019305010,1842
09,08,080193,08019305,08019305011,1843
09,08,080193,08019305,08019305011,1844
09,08,080193,08019305,08019305011,1845
09,08,080193,08019305,08019305012,1846
09,08,080193,08019305,08019305012,1847
09,08,080193,08019305,08019305012,1848
09,08,080193,08019305,08019305013,1849
09,08,080193,08019305,08019305013,1850
09,08,080193,08019305,08019305013,1851
09,08,080193,08019305,08019305014,1852
09,08,080193,08019305,08019305014,1853
09,08,080193,08019305,08019305014,1854
09,08,080193,08019305,08019305015,1855
09,08,080193,08019305,08019305015,1856
09,08,080193,08019305,08019305015,1857
09,08,080193,08019305,08019305016,1858
09,08,080193,08019305,08019305016,1859
09,08,080193,08019305,08019305016,1860
09,08,080193,08019305,08019305017,1861
09,08,080193,08019305,08019305017,1862
09,08,080193,08019305,08019305017,1863
09,08,080193,08019305,08019305018,1864
09,08,080193,08019305,08019305018,1865
09,08,080193,08019305,08019305018,1866
09,08,080193,08019305,08019305019,1867
09,08,080193,08019305,08019305019,1868
09,08,080193,08019305,08019305019,1869
09,08,080193,08019305,08019305020,1870
09,08,080193,08019305,08019305020,1871
09,08,080193,08019305,08019305020,1872
09,08,080193,08019305,08019305021,1873
09,08,080193,08019305,08019305021,1874
09,08,080193,08019305,08019305021,1875
09,08,080193,08019305,08019305022,1876
09,08,080193,08019305,08019305022,1877
09,08,080193,08019305,08019305022,1878
09,08,080193,08019305,08019305023,1879
09,08,080193,08019305,08019305023,1880
09,08,080193,08019305,08019305023,1881
09,08,080193,08019305,08019305024,1882
09,08,080193,08019305,08019305024,1883
09,08,080193,08019305,08019305024,1884
09,08,080193,08019305,08019305025,1885
09,08,080193,08019305,08019305025,1886
09,08,080193,08019305,08019305025,1887
09,08,080193,08019305,08019305026,1888
09,08,080193,08019305,08019305026,1889
09,08,080193,08019305,08019305026,1890
09,08,080193,08019305,08019305027,1891
09,08,080193,08019305,08019305027,1892
09,08,080193,08019305,08019305027,1893
09,08,080193,08019305,08019305028,1894
09,08,080193,08019305,08019305028,1895
09,08,080193,08019305,08019305028,1896
09,08,080193,08019305,08019305029,1897
09,08,080193,08019305,08019305029,1898
09,08,080193,08019305,08019305029,1899
09,08,080193,08019305,08019305030,1900
09,08,080193,08019305,08019305030,1901
09,08,080193,08019305,08019305030,1902
09,08,080193,08019305,08019305031,1903
09,08,080193,08019305,08019305031,1904
09,08,080193,08019305,08019305031,1905
09,08,080193,08019305,08019305032,1906
09,08,080193,08019305,08019305032,1907
09,08,080193,08019305,08019305032,1908
09,08,080193,08019305,08019305033,1909
09,08,080193,08019305,08019305033,1910
09,08,080193,08019305,08019305033,1911
09,08,080193,08019305,08019305034,1912
09,08,080193,08019305,08019305034,1913
09,08,080193,08019305,08019305034,1914
09,08,080193,08019305,08019305035,1915
09,08,080193,08019305,08019305035,1916
09,08,080193,08019305,08019305035,1917
09,08,080193,08019305,08019305036,1918
09,08,080193,08019305,08019305036,1919
09,08,080193,08019305,08019305036,1920
09,08,080193,08019305,08019305037,1921
09,08,080193,08019305,08019305037,1922
09,08,080193,08019305,08019305037,1923
09,08,080193,08019305,08019305038,1924
09,08,080193,08019305,08019305038,1925
09,08,080193,08019305,08019305038,1926
09,08,080193,08019305,08019305039,1927
09,08,080193,08019305,08019305039,1928
09,08,080193,08019305,08019305039,1929
09,08,080193,08019305,08019305040,1930
09,08,080193,08019305,08019305040,1931
09,08,080193,08019305,08019305040,1932
09,08,080193,08019305,08019305041,1933
09,08,080193,08019305,08019305041,1934
09,08,080193,08019305,08019305041,1935
09,08,080193,08019305,08019305042,1936
09,08,080193,08019305,08019305042,1937
09,08,080193,08019305,08019305042,1938
09,08,080193,08019305,08019305043,1939
09,08,080193,08019305,08019305043,1940
09,08,080193,08019305,08019305043,1941
09,08,080193,08019305,08019305044,1942
09,08,080193,08019305,08019305044,1943
09,08,080193,08019305,08019305044,1944
09,08,080193,08019305,08019305045,1945
09,08,080193,08019305,08019305045,1946
09,08,080193,08019305,08019305045,1947
09,08,080193,08019305,08019305046,1948
09,08,080193,08019305,08019305046,1949
09,08,080193,08019305,08019305046,1950
09,08,080193,08019305,08019305047,1951
09,08,080193,08019305,08019305047,1952
09,08,080193,08019305,08019305047,1953
09,08,080193,08019305,08019305048,1954
09,08,080193,08019305,08019305048,1955
09,08,080193,08019305,08019305048,1956
09,08,080193,08019305,08019305049,1957
09,08,080193,08019305,08019305049,1958
09,08,080193,08019305,08019305049,1959
09,08,080193,08019305,08019305050,1960
09,08,080193,08019305,08019305050,1961
09,08,080193,08019305,08019305050,1962
09,08,080193,08019305,08019305051,1963
09,08,080193,08019305,08019305051,1964
09,08,080193,08019305,08019305051,1965
09,08,080193,08019305,08019305052,1966
09,08,080193,08019305,08019305052,1967
09,08,080193,08019305,08019305052,1968
09,08,080193,08019305,08019305053,1969
09,08,080193,08019305,08019305053,1970
09,08,080193,08019305,08019305053,1971
09,08,080193,08019305,08019305054,1972
09,08,080193,08019305,08019305054,1973
09,08,080193,08019305,08019305054,1974
09,08,080193,08019305,08019305055,1975
09,08,080193,08019305,08019305055,1976
09,08,080193,08019305,08019305055,1977
09,08,080193,08019305,08019305056,1978
09,08,080193,08019305,08019305056,1979
09,08,080193,08019305,08019305056,1980
09,08,080193,08019305,08019305057,1981
09,08,080193,08019305,08019305057,1982
09,08,080193,08019305,08019305057,1983
09,08,080193,08019305,08019305058,1984
09,08,080193,08019305,08019305058,1985
09,08,080193,08019305,08019305058,1986
09,08,080193,08019305,08019305059,1987
09,08,080193,08019305,08019305059,1988
09,08,080193,08019305,08019305059,1989
09,08,080193,08019305,08019305060,1990
09,08,080193,08019305,08019305060,1991
09,08,080193,08019305,08019305060,1992
09,08,080193,08019305,08019305061,1993
09,08,080193,08019305,08019305061,1994
09,08,080193,08019305,08019305061,1995
09,08,080193,08019305,08019305062,1996
09,08,080193,08019305,08019305062,1997
09,08,080193,08019305,08019305062,1998
09,08,080193,08019305,08019305063,1999
09,08,080193,08019305,08019305063,2000
09,08,080193,08019305,08019305063,2001
09,08,080193,08019305,08019305064,2002
09,08,080193,08019305,08019305064,2003
09,08,080193,08019305,08019305064,2004
09,08,080193,08019305,08019305065,2005
09,08,080193,08019305,08019305065,2006
09,08,080193,08019305,08019305065,2007
09,08,080193,08019305,08019305066,2008
09,08,080193,08019305,08019305066,2009
09,08,080193,08019305,08019305066,2010
09,08,080193,08019305,08019305067,2011
09,08,080193,08019305,08019305067,2012
09,08,080193,08019305,08019305067,2013
09,08,080193,08019305,08019305068,2014
09,08,080193,08019305,08019305068,2015
09,08,080193,08019305,08019305068,2016
09,08,080193,08019305,08019305069,2017
09,08,080193,08019305,08019305069,2018
09,08,080193,08019305,08019305069,2019
09,08,080193,08019305,08019305070,2020
09,08,080193,08019305,08019305070,2021
09,08,080193,08019305,08019305070,2022
09,08,080193,08019305,08019305071,2023
09,08,080193,08019305,08019305071,2024
09,08,080193,08019305,08019305071,2025
09,08,080193,08019305,08019305072,2026
09,08,080193,08019305,08019305072,2027
09,08,080193,08019305,08019305072,2028
09,08,080193,08019305,08019305073,2029
09,08,080193,08019305,08019305073,2030
09,08,080193,08019305,08019305073,2031
09,08,080193,08019305,08019305074,2032
09,08,080193,08019305,08019305074,2033
09,08,080193,08019305,08019305074,2034
09,08,080193,08019305,08019305075,2035
09,08,080193,08019305,08019305075,2036
09,08,080193,08019305,08019305075,2037
09,08,080193,08019305,08019305076,2038
09,08,080193,08019305,08019305076,2039
09,08,080193,08019305,08019305076,2040
09,08,080193,08019305,08019305077,2041
09,08,080193,08019305,08019305077,2042
09,08,080193,08019305,08019305077,2043
09,08,080193,08019305,08019305078,2044
09,08,080193,08019305,08019305078,2045
09,08,080193,08019305,08019305078,2046
09,08,080193,08019305,08019305079,2047
09,08,080193,08019305,08019305079,2048
09,08,080193,08019305,08019305079,2049
09,08,080193,08019305,08019305080,2050
09,08,080193,08019305,08019305080,2051
09,08,080193,08019305,08019305080,2052
09,08,080193,08019305,08019305081,2053
09,08,080193,08019305,08019305081,2054
09,08,080193,08019305,08019305081,2055
09,08,080193,08019305,08019305082,2056
09,08,080193,08019305,08019305082,2057
09,08,080193,08019305,08019305082,2058
09,08,080193,08019305,08019305083,2059
09,08,080193,08019305,08019305083,2060
09,08,080193,08019305,08019305083,2061
09,08,080193,08019305,08019305084,2062
09,08,080193,08019305,08019305084,2063
09,08,080193,08019305,08019305084,2064
09,08,080193,08019305,08019305085,2065
09,08,080193,08019305,08019305085,2066
09,08,080193,08019305,08019305085,2067
09,08,080193,08019305,08019305086,2068
09,08,080193,08019305,08019305086,2069
09,08,080193,08019305,08019305086,2070
09,08,080193,08019305,08019305087,2071
09,08,080193,08019305,08019305087,2072
09,08,080193,08019305,08019305087,2073
09,08,080193,08019305,08019305088,2074
09,08,080193,08019305,08019305088,2075
09,08,080193,08019305,08019305088,2076
09,08,080193,08019305,08019305089,2077
09,08,080193,08019305,08019305089,2078
09,08,080193,08019305,08019305089,2079
09,08,080193,08019305,08019305090,2080
09,08,080193,08019305,08019305090,2081
09,08,080193,08019305,08019305090,2082
09,08,080193,08019305,08019305091,2083
09,08,080193,08019305,08019305091,2084
09,08,080193,08019305,08019305091,2085
09,08,080193,08019305,08019305092,2086
09,08,080193,08019305,08019305092,2087
09,08,080193,08019305,08019305092,2088
09,08,080193,08019305,08019305093,2089
09,08,080193,08019305,08019305093,2090
09,08,080193,08019305,08019305093,2091
09,08,080193,08019305,08019305094,2092
09,08,080193,08019305,08019305094,2093
09,08,080193,08019305,08019305094,2094
09,08,080193,08019305,08019305095,2095
09,08,080193,08019305,08019305095,2096
09,08,080193,08019305,08019305095,2097
09,08,080193,08019305,08019305096,2098
09,08,080193,08019305,08019305096,2099
09,08,080193,08019305,08019305096,2100
09,08,080193,08019305,08019305097,2101
09,08,080193,08019305,08019305097,2102
09,08,080193,08019305,08019305097,2103
09,08,080193,08019305,08019305098,2104
09,08,080193,08019305,08019305098,2105
09,08,080193,08019305,08019305098,2106
09,08,080193,08019306,08019306001,2107
09,08,080193,08019306,08019306001,2108
09,08,080193,08019306,08019306001,2109
09,08,080193,08019306,08019306002,2110
09,08,080193,08019306,08019306002,2111
09,08,080193,08019306,08019306002,2112
09,08,080193,08019306,08019306003,2113
09,08,080193,08019306,08019306003,2114
09,08,080193,08019306,08019306003,2115
09,08,080193,08019306,08019306004,2116
09,08,080193,08019306,08019306004,2117
09,08,080193,08019306,08019306004,2118
09,08,080193,08019306,08019306006,2119
09,08,080193,08019306,08019306006,2120
09,08,080193,08019306,08019306006,2121
09,08,080193,08019306,08019306007,2122
09,08,080193,08019306,08019306007,2123
09,08,080193,08019306,08019306007,2124
09,08,080193,08019306,08019306008,2125
09,08,080193,08019306,08019306008,2126
09,08,080193,08019306,08019306008,2127
09,08,080193,08019306,08019306009,2128
09,08,080193,08019306,08019306009,2129
09,08,080193,08019306,08019306009,2130
09,08,080193,08019306,08019306010,2131
09,08,080193,08019306,08019306010,2132
09,08,080193,08019306,08019306010,2133
09,08,080193,08019306,08019306011,2134
09,08,080193,08019306,08019306011,2135
09,08,080193,08019306,08019306011,2136
09,08,080193,08019306,08019306012,2137
09,08,080193,08019306,08019306012,2138
09,08,080193,08019306,08019306012,2139
09,08,080193,08019306,08019306013,2140
09,08,080193,08019306,08019306013,2141
09,08,080193,08019306,08019306013,2142
09,08,080193,08019306,08019306014,2143
09,08,080193,08019306,08019306014,2144
09,08,080193,08019306,08019306014,2145
09,08,080193,08019306,08019306015,2146
09,08,080193,08019306,08019306015,2147
09,08,080193,08019306,08019306015,2148
09,08,080193,08019306,08019306016,2149
09,08,080193,08019306,08019306016,2150
09,08,080193,08019306,08019306016,2151
09,08,080193,08019306,08019306017,2152
09,08,080193,08019306,08019306017,2153
09,08,080193,08019306,08019306017,2154
09,08,080193,08019306,08019306018,2155
09,08,080193,08019306,08019306018,2156
09,08,080193,08019306,08019306018,2157
09,08,080193,08019306,08019306019,2158
09,08,080193,08019306,08019306019,2159
09,08,080193,08019306,08019306019,2160
09,08,080193,08019306,08019306020,2161
09,08,080193,08019306,08019306020,2162
09,08,080193,08019306,08019306020,2163
09,08,080193,08019306,08019306021,2164
09,08,080193,08019306,08019306021,2165
09,08,080193,08019306,08019306021,2166
09,08,080193,08019306,08019306022,2167
09,08,080193,08019306,08019306022,2168
09,08,080193,08019306,08019306022,2169
09,08,080193,08019306,08019306023,2170
09,08,080193,08019306,08019306023,2171
09,08,080193,08019306,08019306023,2172
09,08,080193,08019306,08019306024,2173
09,08,080193,08019306,08019306024,2174
09,08,080193,08019306,08019306024,2175
09,08,080193,08019306,08019306025,2176
09,08,080193,08019306,08019306025,2177
09,08,080193,08019306,08019306025,2178
09,08,080193,08019306,08019306026,2179
09,08,080193,08019306,08019306026,2180
09,08,080193,08019306,08019306026,2181
09,08,080193,08019306,08019306027,2182
09,08,080193,08019306,08019306027,2183
09,08,080193,08019306,08019306027,2184
09,08,080193,08019306,08019306028,2185
09,08,080193,08019306,08019306028,2186
09,08,080193,08019306,08019306028,2187
09,08,080193,08019306,08019306029,2188
09,08,080193,08019306,08019306029,2189
09,08,080193,08019306,08019306029,2190
09,08,080193,08019306,08019306030,2191
09,08,080193,08019306,08019306030,2192
09,08,080193,08019306,08019306030,2193
09,08,080193,08019306,08019306031,2194
09,08,080193,08019306,08019306031,2195
09,08,080193,08019306,08019306031,2196
09,08,080193,08019306,08019306032,2197
09,08,080193,08019306,08019306032,2198
09,08,080193,08019306,08019306032,2199
09,08,080193,08019306,08019306033,2200
09,08,080193,08019306,08019306033,2201
09,08,080193,08019306,08019306033,2202
09,08,080193,08019306,08019306034,2203
09,08,080193,08019306,08019306034,2204
09,08,080193,08019306,08019306034,2205
09,08,080193,08019306,08019306035,2206
09,08,080193,08019306,08019306035,2207
09,08,080193,08019306,08019306035,2208
09,08,080193,08019306,08019306036,2209
09,08,080193,08019306,08019306036,2210
09,08,080193,08019306,08019306036,2211
09,08,080193,08019306,08019306037,2212
09,08,080193,08019306,08019306037,2213
09,08,080193,08019306,08019306037,2214
09,08,080193,08019306,08019306038,2215
09,08,080193,08019306,08019306038,2216
09,08,080193,08019306,08019306038,2217
09,08,080193,08019306,08019306039,2218
09,08,080193,08019306,08019306039,2219
09,08,080193,08019306,08019306039,2220
09,08,080193,08019306,08019306040,2221
09,08,080193,08019306,08019306040,2222
09,08,080193,08019306,08019306040,2223
09,08,080193,08019306,08019306041,2224
09,08,080193,08019306,08019306041,2225
09,08,080193,08019306,08019306041,2226
09,08,080193,08019306,08019306042,2227
09,08,080193,08019306,08019306042,2228
09,08,080193,08019306,08019306042,2229
09,08,080193,08019306,08019306043,2230
09,08,080193,08019306,08019306043,2231
09,08,080193,08019306,08019306043,2232
09,08,080193,08019306,08019306044,2233
09,08,080193,08019306,08019306044,2234
09,08,080193,08019306,08019306044,2235
09,08,080193,08019306,08019306045,2236
09,08,080193,08019306,08019306045,2237
09,08,080193,08019306,08019306045,2238
09,08,080193,08019306,08019306046,2239
09,08,080193,08019306,08019306046,2240
09,08,080193,08019306,08019306046,2241
09,08,080193,08019306,08019306047,2242
09,08,080193,08019306,08019306047,2243
09,08,080193,08019306,08019306047,2244
09,08,080193,08019306,08019306048,2245
09,08,080193,08019306,08019306048,2246
09,08,080193,08019306,08019306048,2247
09,08,080193,08019306,08019306049,2248
09,08,080193,08019306,08019306049,2249
09,08,080193,08019306,08019306049,2250
09,08,080193,08019306,08019306050,2251
09,08,080193,08019306,08019306050,2252
09,08,080193,08019306,08019306050,2253
09,08,080193,08019306,08019306051,2254
09,08,080193,08019306,08019306051,2255
09,08,080193,08019306,08019306051,2256
09,08,080193,08019306,08019306052,2257
09,08,080193,08019306,08019306052,2258
09,08,080193,08019306,08019306052,2259
09,08,080193,08019306,08019306053,2260
09,08,080193,08019306,08019306053,2261
09,08,080193,08019306,08019306053,2262
09,08,080193,08019306,08019306054,2263
09,08,080193,08019306,08019306054,2264
09,08,080193,08019306,08019306054,2265
09,08,080193,08019306,08019306055,2266
09,08,080193,08019306,08019306055,2267
09,08,080193,08019306,08019306055,2268
09,08,080193,08019306,08019306056,2269
09,08,080193,08019306,08019306056,2270
09,08,080193,08019306,08019306056,2271
09,08,080193,08019306,08019306057,2272
09,08,080193,08019306,08019306057,2273
09,08,080193,08019306,08019306057,2274
09,08,080193,08019306,08019306058,2275
09,08,080193,08019306,08019306058,2276
09,08,080193,08019306,08019306058,2277
09,08,080193,08019306,08019306059,2278
09,08,080193,08019306,08019306059,2279
09,08,080193,08019306,08019306059,2280
09,08,080193,08019306,08019306060,2281
09,08,080193,08019306,08019306060,2282
09,08,080193,08019306,08019306060,2283
09,08,080193,08019306,08019306061,2284
09,08,080193,08019306,08019306061,2285
09,08,080193,08019306,08019306061,2286
09,08,080193,08019306,08019306062,2287
09,08,080193,08019306,08019306062,2288
09,08,080193,08019306,08019306062,2289
09,08,080193,08019306,08019306063,2290
09,08,080193,08019306,08019306063,2291
09,08,080193,08019306,08019306063,2292
09,08,080193,08019306,08019306064,2293
09,08,080193,08019306,08019306064,2294
09,08,080193,08019306,08019306064,2295
09,08,080193,08019306,08019306065,2296
09,08,080193,08019306,08019306065,2297
09,08,080193,08019306,08019306065,2298
09,08,080193,08019306,08019306066,2299
09,08,080193,08019306,08019306066,2300
09,08,080193,08019306,08019306066,2301
09,08,080193,08019306,08019306067,2302
09,08,080193,08019306,08019306067,2303
09,08,080193,08019306,08019306067,2304
09,08,080193,08019306,08019306068,2305
09,08,080193,08019306,08019306068,2306
09,08,080193,08019306,08019306068,2307
09,08,080193,08019306,08019306069,2308
09,08,080193,08019306,08019306069,2309
09,08,080193,08019306,08019306069,2310
09,08,080193,08019306,08019306070,2311
09,08,080193,08019306,08019306070,2312
09,08,080193,08019306,08019306070,2313
09,08,080193,08019306,08019306071,2314
09,08,080193,08019306,08019306071,2315
09,08,080193,08019306,08019306071,2316
09,08,080193,08019306,08019306072,2317
09,08,080193,08019306,08019306072,2318
09,08,080193,08019306,08019306072,2319
09,08,080193,08019306,08019306073,2320
09,08,080193,08019306,08019306073,2321
09,08,080193,08019306,08019306073,2322
09,08,080193,08019306,08019306074,2323
09,08,080193,08019306,08019306074,2324
09,08,080193,08019306,08019306074,2325
09,08,080193,08019306,08019306075,2326
09,08,080193,08019306,08019306075,2327
09,08,080193,08019306,08019306075,2328
09,08,080193,08019306,08019306076,2329
09,08,080193,08019306,08019306076,2330
09,08,080193,08019306,08019306076,2331
09,08,080193,08019306,08019306077,2332
09,08,080193,08019306,08019306077,2333
09,08,080193,08019306,08019306077,2334
09,08,080193,08019306,08019306078,2335
09,08,080193,08019306,08019306078,2336
09,08,080193,08019306,08019306078,2337
09,08,080193,08019306,08019306079,2338
09,08,080193,08019306,08019306079,2339
09,08,080193,08019306,08019306079,2340
09,08,080193,08019306,08019306080,2341
09,08,080193,08019306,08019306080,2342
09,08,080193,08019306,08019306080,2343
09,08,080193,08019306,08019306081,2344
09,08,080193,08019306,08019306081,2345
09,08,080193,08019306,08019306081,2346
09,08,080193,08019306,08019306082,2347
09,08,080193,08019306,08019306082,2348
09,08,080193,08019306,08019306082,2349
09,08,080193,08019306,08019306083,2350
09,08,080193,08019306,08019306083,2351
09,08,080193,08019306,08019306083,2352
09,08,080193,08019306,08019306084,2353
09,08,080193,08019306,08019306084,2354
09,08,080193,08019306,08019306084,2355
09,08,080193,08019306,08019306085,2356
09,08,080193,08019306,08019306085,2357
09,08,080193,08019306,08019306085,2358
09,08,080193,08019306,08019306086,2359
09,08,080193,08019306,08019306086,2360
09,08,080193,08019306,08019306086,2361
09,08,080193,08019306,08019306087,2362
09,08,080193,08019306,08019306087,2363
09,08,080193,08019306,08019306087,2364
09,08,080193,08019306,08019306088,2365
09,08,080193,08019306,08019306088,2366
09,08,080193,08019306,08019306088,2367
09,08,080193,08019307,08019307001,2368
09,08,080193,08019307,08019307001,2369
09,08,080193,08019307,08019307001,2370
09,08,080193,08019307,08019307002,2371
09,08,080193,08019307,08019307002,2372
09,08,080193,08019307,08019307002,2373
09,08,080193,08019307,08019307003,2374
09,08,080193,08019307,08019307003,2375
09,08,080193,08019307,08019307003,2376
09,08,080193,08019307,08019307004,2377
09,08,080193,08019307,08019307004,2378
09,08,080193,08019307,08019307004,2379
09,08,080193,08019307,08019307005,2380
09,08,080193,08019307,08019307005,2381
09,08,080193,08019307,08019307005,2382
09,08,080193,08019307,08019307006,2383
09,08,080193,08019307,08019307006,2384
09,08,080193,08019307,08019307006,2385
09,08,080193,08019307,08019307007,2386
09,08,080193,08019307,08019307007,2387
09,08,080193,08019307,08019307007,2388
09,08,080193,08019307,08019307008,2389
09,08,080193,08019307,08019307008,2390
09,08,080193,08019307,08019307008,2391
09,08,080193,08019307,08019307009,2392
09,08,080193,08019307,08019307009,2393
09,08,080193,08019307,08019307009,2394
09,08,080193,08019307,08019307010,2395
09,08,080193,08019307,08019307010,2396
09,08,080193,08019307,08019307010,2397
09,08,080193,08019307,08019307011,2398
09,08,080193,08019307,08019307011,2399
09,08,080193,08019307,08019307011,2400
09,08,080193,08019307,08019307012,2401
09,08,080193,08019307,08019307012,2402
09,08,080193,08019307,08019307012,2403
09,08,080193,08019307,08019307013,2404
09,08,080193,08019307,08019307013,2405
09,08,080193,08019307,08019307013,2406
09,08,080193,08019307,08019307014,2407
09,08,080193,08019307,08019307014,2408
09,08,080193,08019307,08019307014,2409
09,08,080193,08019307,08019307015,2410
09,08,080193,08019307,08019307015,2411
09,08,080193,08019307,08019307015,2412
09,08,080193,08019307,08019307016,2413
09,08,080193,08019307,08019307016,2414
09,08,080193,08019307,08019307016,2415
09,08,080193,08019307,08019307017,2416
09,08,080193,08019307,08019307017,2417
09,08,080193,08019307,08019307017,2418
09,08,080193,08019307,08019307018,2419
09,08,080193,08019307,08019307018,2420
09,08,080193,08019307,08019307018,2421
09,08,080193,08019307,08019307019,2422
09,08,080193,08019307,08019307019,2423
09,08,080193,08019307,08019307019,2424
09,08,080193,08019307,08019307020,2425
09,08,080193,08019307,08019307020,2426
09,08,080193,08019307,08019307020,2427
09,08,080193,08019307,08019307021,2428
09,08,080193,08019307,08019307021,2429
09,08,080193,08019307,08019307021,2430
09,08,080193,08019307,08019307022,2431
09,08,080193,08019307,08019307022,2432
09,08,080193,08019307,08019307022,2433
